scenario,trace_id,operation,decision,metric,value_ms
interactive_valid_flow,tr_e99a91c393a44594,delegate_to_domain,accepted,signature_generation,0.0709
interactive_valid_flow,tr_e99a91c393a44594,delegate_to_domain,accepted,ledger_anchor,2.659
interactive_valid_flow,tr_008babe4b257461c,verify_cod,accepted,cod_validation,0.8127
interactive_valid_flow,tr_008babe4b257461c,verify_cod,accepted,capability_realization,0.0936
interactive_valid_flow,tr_008babe4b257461c,verify_cod,accepted,ledger_anchor,4.537
interactive_valid_flow,tr_38f318e438b84bdf,issue_delegation,accepted,signature_generation,0.0759
interactive_valid_flow,tr_38f318e438b84bdf,issue_delegation,accepted,ledger_anchor,2.6345
interactive_valid_flow,tr_f85956116c4c4d57,verify_cod,accepted,cod_validation,0.1898
interactive_valid_flow,tr_f85956116c4c4d57,verify_cod,accepted,capability_realization,0.0784
interactive_valid_flow,tr_f85956116c4c4d57,verify_cod,accepted,ledger_anchor,4.8392
interactive_valid_flow,tr_f203ecf5b28940e6,verify_cod,accepted,cod_validation,0.2764
interactive_valid_flow,tr_f203ecf5b28940e6,verify_cod,accepted,capability_realization,0.074
interactive_valid_flow,tr_f203ecf5b28940e6,verify_cod,accepted,ledger_anchor,4.8526
interactive_valid_flow,tr_c18dd61e1cb2499c,issue_downstream_delegation,accepted,incoming_cod_validation,0.1601
interactive_valid_flow,tr_c18dd61e1cb2499c,issue_downstream_delegation,accepted,signature_generation,0.0498
interactive_valid_flow,tr_c18dd61e1cb2499c,issue_downstream_delegation,accepted,ledger_anchor,1.8777
interactive_valid_flow,tr_9abaf615faee4d2e,delegate_to_domain,accepted,signature_generation,0.075
interactive_valid_flow,tr_9abaf615faee4d2e,delegate_to_domain,accepted,ledger_anchor,2.2168
interactive_valid_flow,tr_891ac780e8d44487,verify_cod,accepted,cod_validation,0.2668
interactive_valid_flow,tr_891ac780e8d44487,verify_cod,accepted,capability_realization,0.0692
interactive_valid_flow,tr_891ac780e8d44487,verify_cod,accepted,ledger_anchor,3.056
interactive_valid_flow,tr_3a1c2bafe65a4ec3,issue_downstream_delegation,accepted,incoming_cod_validation,0.1875
interactive_valid_flow,tr_3a1c2bafe65a4ec3,issue_downstream_delegation,accepted,signature_generation,0.0516
interactive_valid_flow,tr_3a1c2bafe65a4ec3,issue_downstream_delegation,accepted,ledger_anchor,2.0595
interactive_valid_flow,tr_a0e4912045c24818,verify_cod,accepted,cod_validation,0.2059
interactive_valid_flow,tr_a0e4912045c24818,verify_cod,accepted,capability_realization,0.1834
interactive_valid_flow,tr_a0e4912045c24818,verify_cod,accepted,ledger_anchor,1.909
interactive_valid_flow,tr_8469d951c8114822,issue_delegation,accepted,signature_generation,0.0961
interactive_valid_flow,tr_8469d951c8114822,issue_delegation,accepted,ledger_anchor,2.0452
interactive_valid_flow,tr_f961125dbd064fc3,issue_delegation,accepted,signature_generation,0.1374
interactive_valid_flow,tr_f961125dbd064fc3,issue_delegation,accepted,ledger_anchor,1.5513
interactive_valid_flow,tr_768668db5bb64bc2,verify_cod,accepted,cod_validation,0.2321
interactive_valid_flow,tr_768668db5bb64bc2,verify_cod,accepted,capability_realization,0.0876
interactive_valid_flow,tr_768668db5bb64bc2,verify_cod,accepted,ledger_anchor,3.4885
interactive_valid_flow,tr_f4007e673c774eda,delegate_to_domain,accepted,signature_generation,0.0774
interactive_valid_flow,tr_f4007e673c774eda,delegate_to_domain,accepted,ledger_anchor,2.8223
interactive_valid_flow,tr_594ca5442f7f4889,delegate_to_domain,accepted,signature_generation,0.0748
interactive_valid_flow,tr_594ca5442f7f4889,delegate_to_domain,accepted,ledger_anchor,2.1862
interactive_valid_flow,tr_475d542e403945b4,issue_delegation,accepted,signature_generation,0.0732
interactive_valid_flow,tr_475d542e403945b4,issue_delegation,accepted,ledger_anchor,3.2644
interactive_valid_flow,tr_5d73404b09554024,issue_downstream_delegation,accepted,incoming_cod_validation,0.2205
interactive_valid_flow,tr_5d73404b09554024,issue_downstream_delegation,accepted,signature_generation,0.0795
interactive_valid_flow,tr_5d73404b09554024,issue_downstream_delegation,accepted,ledger_anchor,2.777
interactive_valid_flow,tr_c89920c1f4cb484f,issue_downstream_delegation,accepted,incoming_cod_validation,0.1609
interactive_valid_flow,tr_c89920c1f4cb484f,issue_downstream_delegation,accepted,signature_generation,0.0505
interactive_valid_flow,tr_c89920c1f4cb484f,issue_downstream_delegation,accepted,ledger_anchor,2.8136
interactive_valid_flow,tr_99aec33953c142d8,issue_delegation,accepted,signature_generation,0.0775
interactive_valid_flow,tr_99aec33953c142d8,issue_delegation,accepted,ledger_anchor,3.5202
interactive_valid_flow,tr_7c5d754828c74f00,delegate_to_domain,accepted,signature_generation,0.0766
interactive_valid_flow,tr_7c5d754828c74f00,delegate_to_domain,accepted,ledger_anchor,2.8991
interactive_valid_flow,tr_0a3c0b092e9046a5,issue_downstream_delegation,accepted,incoming_cod_validation,0.1525
interactive_valid_flow,tr_0a3c0b092e9046a5,issue_downstream_delegation,accepted,signature_generation,0.0495
interactive_valid_flow,tr_0a3c0b092e9046a5,issue_downstream_delegation,accepted,ledger_anchor,1.8551
interactive_valid_flow,tr_89bbcf34124246a2,delegate_to_domain,accepted,signature_generation,0.1042
interactive_valid_flow,tr_89bbcf34124246a2,delegate_to_domain,accepted,ledger_anchor,2.7875
interactive_valid_flow,tr_0e95771886f748ac,verify_cod,accepted,cod_validation,0.2664
interactive_valid_flow,tr_0e95771886f748ac,verify_cod,accepted,capability_realization,0.1735
interactive_valid_flow,tr_0e95771886f748ac,verify_cod,accepted,ledger_anchor,4.8741
interactive_valid_flow,tr_c3c6b090a4bb425f,verify_cod,accepted,cod_validation,0.1985
interactive_valid_flow,tr_c3c6b090a4bb425f,verify_cod,accepted,capability_realization,0.1014
interactive_valid_flow,tr_c3c6b090a4bb425f,verify_cod,accepted,ledger_anchor,4.3797
interactive_valid_flow,tr_5c78834b41d14e63,issue_downstream_delegation,accepted,incoming_cod_validation,0.301
interactive_valid_flow,tr_5c78834b41d14e63,issue_downstream_delegation,accepted,signature_generation,0.0522
interactive_valid_flow,tr_5c78834b41d14e63,issue_downstream_delegation,accepted,ledger_anchor,2.306
interactive_valid_flow,tr_a433564afd554786,verify_cod,accepted,cod_validation,0.2025
interactive_valid_flow,tr_a433564afd554786,verify_cod,accepted,capability_realization,0.0827
interactive_valid_flow,tr_a433564afd554786,verify_cod,accepted,ledger_anchor,2.7698
interactive_valid_flow,tr_680fb6437f874ec1,issue_delegation,accepted,signature_generation,0.0955
interactive_valid_flow,tr_680fb6437f874ec1,issue_delegation,accepted,ledger_anchor,2.2358
interactive_valid_flow,tr_8c92f64dbff94cd3,verify_cod,accepted,cod_validation,0.2611
interactive_valid_flow,tr_8c92f64dbff94cd3,verify_cod,accepted,capability_realization,0.1675
interactive_valid_flow,tr_8c92f64dbff94cd3,verify_cod,accepted,ledger_anchor,3.2229
interactive_valid_flow,tr_57291aa50dd34cfd,issue_delegation,accepted,signature_generation,0.079
interactive_valid_flow,tr_57291aa50dd34cfd,issue_delegation,accepted,ledger_anchor,1.7783
interactive_valid_flow,tr_b94e1e5e18444260,delegate_to_domain,accepted,signature_generation,0.0782
interactive_valid_flow,tr_b94e1e5e18444260,delegate_to_domain,accepted,ledger_anchor,2.8073
interactive_valid_flow,tr_e067c9baf028452f,issue_delegation,accepted,signature_generation,0.0655
interactive_valid_flow,tr_e067c9baf028452f,issue_delegation,accepted,ledger_anchor,1.9435
interactive_valid_flow,tr_dd973f6ad9194c91,issue_delegation,accepted,signature_generation,0.0976
interactive_valid_flow,tr_dd973f6ad9194c91,issue_delegation,accepted,ledger_anchor,4.0628
interactive_valid_flow,tr_76af25115a9c4dce,delegate_to_domain,accepted,signature_generation,0.3832
interactive_valid_flow,tr_76af25115a9c4dce,delegate_to_domain,accepted,ledger_anchor,2.8628
interactive_valid_flow,tr_de58ceb6d0b8475b,issue_delegation,accepted,signature_generation,0.0686
interactive_valid_flow,tr_de58ceb6d0b8475b,issue_delegation,accepted,ledger_anchor,2.7417
interactive_valid_flow,tr_ebfeed3531e74e0f,issue_downstream_delegation,accepted,incoming_cod_validation,0.2956
interactive_valid_flow,tr_ebfeed3531e74e0f,issue_downstream_delegation,accepted,signature_generation,0.0644
interactive_valid_flow,tr_ebfeed3531e74e0f,issue_downstream_delegation,accepted,ledger_anchor,1.3823
interactive_valid_flow,tr_8a5674d66cdf421d,delegate_to_domain,accepted,signature_generation,0.1953
interactive_valid_flow,tr_8a5674d66cdf421d,delegate_to_domain,accepted,ledger_anchor,3.4849
interactive_valid_flow,tr_89cf060b045d4beb,delegate_to_domain,accepted,signature_generation,0.0698
interactive_valid_flow,tr_89cf060b045d4beb,delegate_to_domain,accepted,ledger_anchor,3.2381
interactive_valid_flow,tr_54f8f4fd4ef9446c,issue_delegation,accepted,signature_generation,0.0703
interactive_valid_flow,tr_54f8f4fd4ef9446c,issue_delegation,accepted,ledger_anchor,3.4867
interactive_valid_flow,tr_0026dbe11ccf48b4,delegate_to_domain,accepted,signature_generation,0.0719
interactive_valid_flow,tr_0026dbe11ccf48b4,delegate_to_domain,accepted,ledger_anchor,3.124
interactive_valid_flow,tr_c5a60bcdf8fd43d5,issue_downstream_delegation,accepted,incoming_cod_validation,0.6318
interactive_valid_flow,tr_c5a60bcdf8fd43d5,issue_downstream_delegation,accepted,signature_generation,0.0602
interactive_valid_flow,tr_c5a60bcdf8fd43d5,issue_downstream_delegation,accepted,ledger_anchor,1.9718
interactive_valid_flow,tr_233091d130d445a5,issue_downstream_delegation,accepted,incoming_cod_validation,0.2455
interactive_valid_flow,tr_233091d130d445a5,issue_downstream_delegation,accepted,signature_generation,0.0856
interactive_valid_flow,tr_233091d130d445a5,issue_downstream_delegation,accepted,ledger_anchor,2.7249
interactive_valid_flow,tr_44dffd779fa34caa,verify_cod,accepted,cod_validation,0.208
interactive_valid_flow,tr_44dffd779fa34caa,verify_cod,accepted,capability_realization,0.5813
interactive_valid_flow,tr_44dffd779fa34caa,verify_cod,accepted,ledger_anchor,1.7982
interactive_valid_flow,tr_e31df9c91eca414f,issue_delegation,accepted,signature_generation,0.082
interactive_valid_flow,tr_e31df9c91eca414f,issue_delegation,accepted,ledger_anchor,2.9429
interactive_valid_flow,tr_f42b9fe55f024c5d,issue_downstream_delegation,accepted,incoming_cod_validation,0.1686
interactive_valid_flow,tr_f42b9fe55f024c5d,issue_downstream_delegation,accepted,signature_generation,0.0528
interactive_valid_flow,tr_f42b9fe55f024c5d,issue_downstream_delegation,accepted,ledger_anchor,3.5637
interactive_valid_flow,tr_5737c331768a455e,issue_downstream_delegation,accepted,incoming_cod_validation,0.1591
interactive_valid_flow,tr_5737c331768a455e,issue_downstream_delegation,accepted,signature_generation,0.0586
interactive_valid_flow,tr_5737c331768a455e,issue_downstream_delegation,accepted,ledger_anchor,3.0749
interactive_valid_flow,tr_bdcccd672ed043f6,delegate_to_domain,accepted,signature_generation,0.7745
interactive_valid_flow,tr_bdcccd672ed043f6,delegate_to_domain,accepted,ledger_anchor,4.496
interactive_valid_flow,tr_5ed48a8f2192439e,issue_delegation,accepted,signature_generation,0.077
interactive_valid_flow,tr_5ed48a8f2192439e,issue_delegation,accepted,ledger_anchor,1.5486
interactive_valid_flow,tr_0b1e05241f804524,verify_cod,accepted,cod_validation,0.2558
interactive_valid_flow,tr_0b1e05241f804524,verify_cod,accepted,capability_realization,0.0843
interactive_valid_flow,tr_0b1e05241f804524,verify_cod,accepted,ledger_anchor,3.7537
interactive_valid_flow,tr_1c5aa3cd11da4ff8,verify_cod,accepted,cod_validation,0.2045
interactive_valid_flow,tr_1c5aa3cd11da4ff8,verify_cod,accepted,capability_realization,0.0795
interactive_valid_flow,tr_1c5aa3cd11da4ff8,verify_cod,accepted,ledger_anchor,2.3173
interactive_valid_flow,tr_5439f604ced347ad,delegate_to_domain,accepted,signature_generation,0.077
interactive_valid_flow,tr_5439f604ced347ad,delegate_to_domain,accepted,ledger_anchor,2.0694
interactive_valid_flow,tr_5abeadb2b1c0495d,verify_cod,accepted,cod_validation,0.1998
interactive_valid_flow,tr_5abeadb2b1c0495d,verify_cod,accepted,capability_realization,0.0802
interactive_valid_flow,tr_5abeadb2b1c0495d,verify_cod,accepted,ledger_anchor,2.3489
interactive_valid_flow,tr_fe588d2a11bf4ac5,verify_cod,accepted,cod_validation,0.1705
interactive_valid_flow,tr_fe588d2a11bf4ac5,verify_cod,accepted,capability_realization,0.0807
interactive_valid_flow,tr_fe588d2a11bf4ac5,verify_cod,accepted,ledger_anchor,2.6237
interactive_valid_flow,tr_db5af7eee7b74f19,issue_delegation,accepted,signature_generation,0.0692
interactive_valid_flow,tr_db5af7eee7b74f19,issue_delegation,accepted,ledger_anchor,3.9898
interactive_valid_flow,tr_054dd02bffb84a40,issue_downstream_delegation,accepted,incoming_cod_validation,0.5956
interactive_valid_flow,tr_054dd02bffb84a40,issue_downstream_delegation,accepted,signature_generation,0.0495
interactive_valid_flow,tr_054dd02bffb84a40,issue_downstream_delegation,accepted,ledger_anchor,3.9803
interactive_valid_flow,tr_b99a662325294ec1,delegate_to_domain,accepted,signature_generation,0.069
interactive_valid_flow,tr_b99a662325294ec1,delegate_to_domain,accepted,ledger_anchor,3.4157
interactive_valid_flow,tr_b118ecc1007e4c3d,issue_downstream_delegation,accepted,incoming_cod_validation,0.1584
interactive_valid_flow,tr_b118ecc1007e4c3d,issue_downstream_delegation,accepted,signature_generation,0.0505
interactive_valid_flow,tr_b118ecc1007e4c3d,issue_downstream_delegation,accepted,ledger_anchor,3.1561
interactive_valid_flow,tr_7d16f79fde7c4925,issue_delegation,accepted,signature_generation,0.0658
interactive_valid_flow,tr_7d16f79fde7c4925,issue_delegation,accepted,ledger_anchor,3.5777
interactive_valid_flow,tr_b2ca2bc1df024b77,delegate_to_domain,accepted,signature_generation,0.0765
interactive_valid_flow,tr_b2ca2bc1df024b77,delegate_to_domain,accepted,ledger_anchor,2.1412
interactive_valid_flow,tr_aefeb6cad8fc4ccc,issue_downstream_delegation,accepted,incoming_cod_validation,0.7951
interactive_valid_flow,tr_aefeb6cad8fc4ccc,issue_downstream_delegation,accepted,signature_generation,0.051
interactive_valid_flow,tr_aefeb6cad8fc4ccc,issue_downstream_delegation,accepted,ledger_anchor,1.8581
interactive_valid_flow,tr_08499019740f4f02,delegate_to_domain,accepted,signature_generation,0.0699
interactive_valid_flow,tr_08499019740f4f02,delegate_to_domain,accepted,ledger_anchor,2.1095
interactive_valid_flow,tr_63c9000d843d41ca,issue_downstream_delegation,accepted,incoming_cod_validation,0.1569
interactive_valid_flow,tr_63c9000d843d41ca,issue_downstream_delegation,accepted,signature_generation,0.0498
interactive_valid_flow,tr_63c9000d843d41ca,issue_downstream_delegation,accepted,ledger_anchor,2.1807
interactive_valid_flow,tr_fb654e969a0f45a0,verify_cod,accepted,cod_validation,0.165
interactive_valid_flow,tr_fb654e969a0f45a0,verify_cod,accepted,capability_realization,0.0792
interactive_valid_flow,tr_fb654e969a0f45a0,verify_cod,accepted,ledger_anchor,2.9198
interactive_valid_flow,tr_bc9fb300875c42c1,verify_cod,accepted,cod_validation,0.1698
interactive_valid_flow,tr_bc9fb300875c42c1,verify_cod,accepted,capability_realization,0.0822
interactive_valid_flow,tr_bc9fb300875c42c1,verify_cod,accepted,ledger_anchor,3.1568
interactive_valid_flow,tr_01a859dd39a04828,issue_downstream_delegation,accepted,incoming_cod_validation,0.1636
interactive_valid_flow,tr_01a859dd39a04828,issue_downstream_delegation,accepted,signature_generation,0.0508
interactive_valid_flow,tr_01a859dd39a04828,issue_downstream_delegation,accepted,ledger_anchor,2.3476
interactive_valid_flow,tr_5edf1cfc7c9a4e6c,issue_delegation,accepted,signature_generation,0.0787
interactive_valid_flow,tr_5edf1cfc7c9a4e6c,issue_delegation,accepted,ledger_anchor,1.747
interactive_valid_flow,tr_94162b65d5d2492d,verify_cod,accepted,cod_validation,0.3175
interactive_valid_flow,tr_94162b65d5d2492d,verify_cod,accepted,capability_realization,0.069
interactive_valid_flow,tr_94162b65d5d2492d,verify_cod,accepted,ledger_anchor,3.87
interactive_valid_flow,tr_5df506d8c3c74fb7,verify_cod,accepted,cod_validation,0.3013
interactive_valid_flow,tr_5df506d8c3c74fb7,verify_cod,accepted,capability_realization,0.5334
interactive_valid_flow,tr_5df506d8c3c74fb7,verify_cod,accepted,ledger_anchor,3.0598
interactive_valid_flow,tr_1d4c30c7e4154917,delegate_to_domain,accepted,signature_generation,0.0842
interactive_valid_flow,tr_1d4c30c7e4154917,delegate_to_domain,accepted,ledger_anchor,2.8839
interactive_valid_flow,tr_1442eb0df1614648,verify_cod,accepted,cod_validation,0.184
interactive_valid_flow,tr_1442eb0df1614648,verify_cod,accepted,capability_realization,0.0807
interactive_valid_flow,tr_1442eb0df1614648,verify_cod,accepted,ledger_anchor,2.7829
interactive_valid_flow,tr_e3992fed0d374d27,issue_delegation,accepted,signature_generation,0.1328
interactive_valid_flow,tr_e3992fed0d374d27,issue_delegation,accepted,ledger_anchor,1.5228
interactive_valid_flow,tr_353b50aa4a704286,issue_downstream_delegation,accepted,incoming_cod_validation,0.1625
interactive_valid_flow,tr_353b50aa4a704286,issue_downstream_delegation,accepted,signature_generation,0.0568
interactive_valid_flow,tr_353b50aa4a704286,issue_downstream_delegation,accepted,ledger_anchor,1.9976
interactive_valid_flow,tr_0221e3c8c49f4f7f,delegate_to_domain,accepted,signature_generation,0.0829
interactive_valid_flow,tr_0221e3c8c49f4f7f,delegate_to_domain,accepted,ledger_anchor,1.5105
interactive_valid_flow,tr_917066af101a45dc,issue_delegation,accepted,signature_generation,0.0768
interactive_valid_flow,tr_917066af101a45dc,issue_delegation,accepted,ledger_anchor,1.9582
interactive_valid_flow,tr_9431eba637c8449a,issue_downstream_delegation,accepted,incoming_cod_validation,0.1889
interactive_valid_flow,tr_9431eba637c8449a,issue_downstream_delegation,accepted,signature_generation,0.0527
interactive_valid_flow,tr_9431eba637c8449a,issue_downstream_delegation,accepted,ledger_anchor,1.9268
interactive_valid_flow,tr_bf9c849c6c5246ee,issue_delegation,accepted,signature_generation,0.1005
interactive_valid_flow,tr_bf9c849c6c5246ee,issue_delegation,accepted,ledger_anchor,2.1804
interactive_valid_flow,tr_f3a71ee82fad470b,delegate_to_domain,accepted,signature_generation,0.084
interactive_valid_flow,tr_f3a71ee82fad470b,delegate_to_domain,accepted,ledger_anchor,2.2027
interactive_valid_flow,tr_e93efda88b4a43c4,verify_cod,accepted,cod_validation,0.2119
interactive_valid_flow,tr_e93efda88b4a43c4,verify_cod,accepted,capability_realization,0.9305
interactive_valid_flow,tr_e93efda88b4a43c4,verify_cod,accepted,ledger_anchor,3.3161
interactive_valid_flow,tr_560438ea1a52489e,delegate_to_domain,accepted,signature_generation,0.0705
interactive_valid_flow,tr_560438ea1a52489e,delegate_to_domain,accepted,ledger_anchor,2.1625
interactive_valid_flow,tr_1c2cc99092c64bf8,issue_delegation,accepted,signature_generation,0.0748
interactive_valid_flow,tr_1c2cc99092c64bf8,issue_delegation,accepted,ledger_anchor,2.4649
interactive_valid_flow,tr_d48b2994be004852,issue_downstream_delegation,accepted,incoming_cod_validation,0.1736
interactive_valid_flow,tr_d48b2994be004852,issue_downstream_delegation,accepted,signature_generation,0.0519
interactive_valid_flow,tr_d48b2994be004852,issue_downstream_delegation,accepted,ledger_anchor,1.8695
interactive_valid_flow,tr_0d9a6fbd7bf148f0,verify_cod,accepted,cod_validation,0.365
interactive_valid_flow,tr_0d9a6fbd7bf148f0,verify_cod,accepted,capability_realization,0.0892
interactive_valid_flow,tr_0d9a6fbd7bf148f0,verify_cod,accepted,ledger_anchor,3.9813
interactive_valid_flow,tr_b08d77fd6e514eba,issue_downstream_delegation,accepted,incoming_cod_validation,0.1524
interactive_valid_flow,tr_b08d77fd6e514eba,issue_downstream_delegation,accepted,signature_generation,0.0517
interactive_valid_flow,tr_b08d77fd6e514eba,issue_downstream_delegation,accepted,ledger_anchor,2.2864
interactive_valid_flow,tr_14c53c850b1649ca,delegate_to_domain,accepted,signature_generation,0.08
interactive_valid_flow,tr_14c53c850b1649ca,delegate_to_domain,accepted,ledger_anchor,2.1216
interactive_valid_flow,tr_ac97125700e34779,verify_cod,accepted,cod_validation,0.198
interactive_valid_flow,tr_ac97125700e34779,verify_cod,accepted,capability_realization,0.0801
interactive_valid_flow,tr_ac97125700e34779,verify_cod,accepted,ledger_anchor,4.5728
interactive_valid_flow,tr_d4657b4c68c24c4e,verify_cod,accepted,cod_validation,0.2748
interactive_valid_flow,tr_d4657b4c68c24c4e,verify_cod,accepted,capability_realization,0.0741
interactive_valid_flow,tr_d4657b4c68c24c4e,verify_cod,accepted,ledger_anchor,2.6065
interactive_valid_flow,tr_e5bbf0fc86fd4cf0,issue_downstream_delegation,accepted,incoming_cod_validation,0.154
interactive_valid_flow,tr_e5bbf0fc86fd4cf0,issue_downstream_delegation,accepted,signature_generation,0.0493
interactive_valid_flow,tr_e5bbf0fc86fd4cf0,issue_downstream_delegation,accepted,ledger_anchor,3.2897
interactive_valid_flow,tr_674ad429acb94e8f,issue_delegation,accepted,signature_generation,0.0764
interactive_valid_flow,tr_674ad429acb94e8f,issue_delegation,accepted,ledger_anchor,3.39
interactive_valid_flow,tr_4e91e61289e44072,issue_delegation,accepted,signature_generation,0.0734
interactive_valid_flow,tr_4e91e61289e44072,issue_delegation,accepted,ledger_anchor,2.2158
interactive_valid_flow,tr_fb5d8e73afae4f22,issue_delegation,accepted,signature_generation,0.0807
interactive_valid_flow,tr_fb5d8e73afae4f22,issue_delegation,accepted,ledger_anchor,2.3926
interactive_valid_flow,tr_3cd94d28b47b4aff,delegate_to_domain,accepted,signature_generation,0.0776
interactive_valid_flow,tr_3cd94d28b47b4aff,delegate_to_domain,accepted,ledger_anchor,4.9457
interactive_valid_flow,tr_7fdb5ee550ac455e,verify_cod,accepted,cod_validation,0.184
interactive_valid_flow,tr_7fdb5ee550ac455e,verify_cod,accepted,capability_realization,0.088
interactive_valid_flow,tr_7fdb5ee550ac455e,verify_cod,accepted,ledger_anchor,4.0182
interactive_valid_flow,tr_df4c1f9b275a4844,delegate_to_domain,accepted,signature_generation,0.1327
interactive_valid_flow,tr_df4c1f9b275a4844,delegate_to_domain,accepted,ledger_anchor,4.9322
interactive_valid_flow,tr_fe6bef495d184463,delegate_to_domain,accepted,signature_generation,0.1029
interactive_valid_flow,tr_fe6bef495d184463,delegate_to_domain,accepted,ledger_anchor,2.8516
interactive_valid_flow,tr_c36b99ad61714e29,issue_delegation,accepted,signature_generation,0.0698
interactive_valid_flow,tr_c36b99ad61714e29,issue_delegation,accepted,ledger_anchor,1.9397
interactive_valid_flow,tr_6da72963f4804765,delegate_to_domain,accepted,signature_generation,0.0751
interactive_valid_flow,tr_6da72963f4804765,delegate_to_domain,accepted,ledger_anchor,3.3356
interactive_valid_flow,tr_c2f3e301b0524eb2,issue_downstream_delegation,accepted,incoming_cod_validation,0.2113
interactive_valid_flow,tr_c2f3e301b0524eb2,issue_downstream_delegation,accepted,signature_generation,0.0498
interactive_valid_flow,tr_c2f3e301b0524eb2,issue_downstream_delegation,accepted,ledger_anchor,4.4277
interactive_valid_flow,tr_2a38ec46253a4525,issue_downstream_delegation,accepted,incoming_cod_validation,0.2683
interactive_valid_flow,tr_2a38ec46253a4525,issue_downstream_delegation,accepted,signature_generation,0.048
interactive_valid_flow,tr_2a38ec46253a4525,issue_downstream_delegation,accepted,ledger_anchor,3.4324
interactive_valid_flow,tr_0899a0cdb6d74325,issue_downstream_delegation,accepted,incoming_cod_validation,0.1715
interactive_valid_flow,tr_0899a0cdb6d74325,issue_downstream_delegation,accepted,signature_generation,0.0622
interactive_valid_flow,tr_0899a0cdb6d74325,issue_downstream_delegation,accepted,ledger_anchor,5.45
interactive_valid_flow,tr_94c824f78f094bfc,issue_delegation,accepted,signature_generation,0.0717
interactive_valid_flow,tr_94c824f78f094bfc,issue_delegation,accepted,ledger_anchor,2.579
interactive_valid_flow,tr_1aca68959f1a4ef4,issue_delegation,accepted,signature_generation,0.0762
interactive_valid_flow,tr_1aca68959f1a4ef4,issue_delegation,accepted,ledger_anchor,3.8999
interactive_valid_flow,tr_7de5813af1f742a0,issue_downstream_delegation,accepted,incoming_cod_validation,0.1409
interactive_valid_flow,tr_7de5813af1f742a0,issue_downstream_delegation,accepted,signature_generation,0.0543
interactive_valid_flow,tr_7de5813af1f742a0,issue_downstream_delegation,accepted,ledger_anchor,1.9777
interactive_valid_flow,tr_481d47e825144f8b,delegate_to_domain,accepted,signature_generation,0.0757
interactive_valid_flow,tr_481d47e825144f8b,delegate_to_domain,accepted,ledger_anchor,1.8377
interactive_valid_flow,tr_4dc1c8ceffd544e7,delegate_to_domain,accepted,signature_generation,0.28
interactive_valid_flow,tr_4dc1c8ceffd544e7,delegate_to_domain,accepted,ledger_anchor,2.2389
interactive_valid_flow,tr_64305597bb094b1e,verify_cod,accepted,cod_validation,0.4947
interactive_valid_flow,tr_64305597bb094b1e,verify_cod,accepted,capability_realization,0.0858
interactive_valid_flow,tr_64305597bb094b1e,verify_cod,accepted,ledger_anchor,3.1858
interactive_valid_flow,tr_c10d6c1ea3274335,issue_delegation,accepted,signature_generation,0.081
interactive_valid_flow,tr_c10d6c1ea3274335,issue_delegation,accepted,ledger_anchor,2.8723
interactive_valid_flow,tr_37fb4811baa846b8,issue_delegation,accepted,signature_generation,0.3
interactive_valid_flow,tr_37fb4811baa846b8,issue_delegation,accepted,ledger_anchor,2.7936
interactive_valid_flow,tr_f594c745b1f24234,verify_cod,accepted,cod_validation,0.2077
interactive_valid_flow,tr_f594c745b1f24234,verify_cod,accepted,capability_realization,0.0789
interactive_valid_flow,tr_f594c745b1f24234,verify_cod,accepted,ledger_anchor,3.4322
interactive_valid_flow,tr_e9448ba7695b4245,verify_cod,accepted,cod_validation,0.4858
interactive_valid_flow,tr_e9448ba7695b4245,verify_cod,accepted,capability_realization,0.0911
interactive_valid_flow,tr_e9448ba7695b4245,verify_cod,accepted,ledger_anchor,4.6458
interactive_valid_flow,tr_1d08b7b285764a92,issue_downstream_delegation,accepted,incoming_cod_validation,0.1907
interactive_valid_flow,tr_1d08b7b285764a92,issue_downstream_delegation,accepted,signature_generation,0.5183
interactive_valid_flow,tr_1d08b7b285764a92,issue_downstream_delegation,accepted,ledger_anchor,2.8653
interactive_valid_flow,tr_3cb7aa347608462f,issue_downstream_delegation,accepted,incoming_cod_validation,0.118
interactive_valid_flow,tr_3cb7aa347608462f,issue_downstream_delegation,accepted,signature_generation,0.2701
interactive_valid_flow,tr_3cb7aa347608462f,issue_downstream_delegation,accepted,ledger_anchor,4.2981
interactive_valid_flow,tr_993cf9bcda4b4b72,verify_cod,accepted,cod_validation,0.207
interactive_valid_flow,tr_993cf9bcda4b4b72,verify_cod,accepted,capability_realization,0.0995
interactive_valid_flow,tr_993cf9bcda4b4b72,verify_cod,accepted,ledger_anchor,3.2009
interactive_valid_flow,tr_8687057744144b3f,delegate_to_domain,accepted,signature_generation,0.113
interactive_valid_flow,tr_8687057744144b3f,delegate_to_domain,accepted,ledger_anchor,1.8593
interactive_valid_flow,tr_3177e18506de49ff,issue_delegation,accepted,signature_generation,0.0636
interactive_valid_flow,tr_3177e18506de49ff,issue_delegation,accepted,ledger_anchor,1.7801
interactive_valid_flow,tr_34dc226e52ae48ef,delegate_to_domain,accepted,signature_generation,0.085
interactive_valid_flow,tr_34dc226e52ae48ef,delegate_to_domain,accepted,ledger_anchor,2.3375
interactive_valid_flow,tr_84ce619b88974d8d,verify_cod,accepted,cod_validation,0.3737
interactive_valid_flow,tr_84ce619b88974d8d,verify_cod,accepted,capability_realization,0.0678
